idx,content,followers,topic,class,WC,WPS,Sixltr,Dic,othergram,persconc,ppron,i,we,you,shehe,they,youpl,ipron,prep,auxverb,adverb,conj,negate,quanunit,prepend,specart,tensem,focuspast,focuspresent,focusfuture,progm,particle,modal_pa,general_pa,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,pos_sent,neg_sent,sentiment,charFreq,wordFreq,semantic_classes,wc_over_semantic_classes,readability
2962,"真正 的 反 洗脑 , 是 学会 明白 , 不单 ZG 不是 一个 "" 进步 丶 无私 丶 团结 的 执政 集团 "" , 而是 世界 上 根本 不 可能 有 一个 "" 进步 丶 无私 丶 团结 的 执政 集团 "" . 所有人 , 在 未 执政 之前 , 都 以为 自己 是 "" 进步 丶 无私 丶 团结 "" 的 , 包括 ZG . ~ ~ ~ 转",1520,brainwash,censored,53,17.67,0.0,69.81,32.08,1.89,1.89,1.89,0.0,0.0,0.0,0.0,0.0,0.0,3.77,3.77,11.32,0.0,7.55,0.0,3.77,1.89,3.77,1.89,0.0,1.89,0.0,7.55,0.0,7.55,3.77,0.0,0.0,0.0,1.89,0.0,1.89,0.0,0.0,0.0,9.43,0.0,3.77,0.0,0.0,16.98,7.55,0.0,3.77,3.77,5.66,3.77,1.89,1.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.87,5.66,5.66,7.55,0.0,0.0,15.09,7.55,9.43,1.89,11.32,0.0,0.0,0.0,0.0,0.0,5.66,0.0,0.0,5.66,0.0,0.0,32.08,3.77,11.32,0.0,0.0,0.0,0.0,0.0,11.32,0.0,0.0,5.66,0.13735999999999998,0.86264,0,0.00243261,0.0026434,11,4.818181818181818,1.6077526093939394
2963,"真正 的 恶人 在 扮演 受 冤屈 的 好人 , 真正 的 好人 却 被 诬陷 成 恶人 , 装 成 好人 的 恶 人们 把 被 诬陷 成 恶人 的 好 人们 打入 监狱 , 我 是 在 看 《 神探 狄仁杰 》 么 ?",813,everythingElse,censored,40,40.0,0.0,60.0,40.0,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,10.0,2.5,0.0,0.0,0.0,0.0,2.5,0.0,0.0,2.5,0.0,17.5,0.0,17.5,0.0,0.0,0.0,0.0,12.5,2.5,10.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.5,2.5,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,10.0,0.0,7.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.257159,0.742841,0,0.0034085,0.00438207,10,4.0,1.33593019
2964,真相 在 哪里 ?,118589,everythingElse,censored,3,3.0,0.0,100.0,66.67,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,33.33,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.67,0.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.242815,0.757185,0,0.00176589,0.0017329999999999995,6,0.5,0.16783296333333333
2965,"真相 基本 靠赖 发展 基本 靠 拆 , 升迁 基本 靠 拍 , 外交 基本 靠财 , 民怨 基本 靠 埋 , 医疗 基本 靠 宰 , 教育 基本 靠 拐 , 历史 基本 靠盖 , 真相 基本 靠赖 , 执法 基本 靠 踹 , 官位 基本 靠 卖 , 民意 基本 靠 猜 , 买房 基本 靠债 , 研发 基本 靠 掰 , 创新 基本 靠 寨 .",1854,everythingElse,censored,55,55.0,0.0,69.09,18.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.64,0.0,0.0,0.0,0.0,0.0,1.82,0.0,0.0,0.0,0.0,52.73,0.0,47.27,0.0,1.82,3.64,0.0,1.82,1.82,0.0,0.0,1.82,0.0,1.82,0.0,0.0,3.64,0.0,1.82,1.82,0.0,0.0,3.64,0.0,1.82,1.82,5.45,0.0,0.0,1.82,0.0,0.0,18.18,18.18,0.0,0.0,0.0,0.0,25.45,1.82,23.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022029,0.9779709999999999,0,0.0004421,9.23e-05,9,6.1111111111111125,2.0372151703703705
2966,"知道 们 为什么 感谢 毛泽东 禁娼 吗 ? 因为 毛泽东 消灭 了 妓女 , 但 没 消灭 嫖客 , 上 至 将军 , 下 到 村支部 书记 , 实惠 好处 , 全 留给 她 了 .",43078,everythingElse,censored,29,14.5,0.0,65.52,41.38,3.45,3.45,0.0,0.0,0.0,3.45,0.0,0.0,0.0,10.34,0.0,6.9,10.34,0.0,3.45,6.9,6.9,6.9,0.0,0.0,0.0,6.9,10.34,10.34,6.9,0.0,3.45,0.0,0.0,17.24,6.9,10.34,0.0,6.9,0.0,6.9,0.0,0.0,6.9,0.0,17.24,10.34,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.45,0.0,0.0,3.45,0.0,17.24,0.0,0.0,13.79,3.45,0.0,10.34,6.9,6.9,0.0,0.0,0.0,0.0,0.0,0.0,6.9,10.34,3.45,0.0,6.9,0.0,0.0,24.14,3.45,17.24,0.0,0.0,3.45,0.0,0.0,0.0,0.0,0.0,0.0,0.910733,0.0892672,2,0.00101278,0.00059043,11,2.636363636363636,0.8793222821212119
2967,"知道 了 , 已 准备 好 湾流 , 三 小时 后 起飞 .",352,everythingElse,censored,10,10.0,0.0,80.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,10.0,10.0,40.0,10.0,0.0,20.0,20.0,10.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,20.0,0.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,30.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.540693,0.45930699999999997,1,0.00116023,0.0007755,9,1.1111111111111112,0.3710156137037037
2968,"知道 什么 叫 无辜 吗 ? 无辜 就是 你 在 大马路 上 无辜 的 行驶 着 , 突然 下 了 场 大雨 就 把 你 给 淹死 了 .",29174,everythingElse,censored,26,13.0,0.0,88.46,57.69,11.54,7.69,0.0,0.0,7.69,0.0,0.0,0.0,3.85,7.69,0.0,7.69,3.85,0.0,7.69,7.69,7.69,11.54,0.0,3.85,0.0,7.69,19.23,11.54,15.38,0.0,3.85,0.0,0.0,11.54,0.0,0.0,0.0,0.0,0.0,15.38,0.0,0.0,0.0,0.0,15.38,11.54,0.0,0.0,0.0,3.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69,0.0,0.0,7.69,0.0,0.0,19.23,7.69,11.54,3.85,0.0,0.0,0.0,0.0,0.0,0.0,15.38,0.0,0.0,7.69,3.85,7.69,11.54,3.85,3.85,0.0,0.0,3.85,0.0,0.0,0.0,0.0,0.0,0.0,0.118095,0.8819049999999999,0,0.0022023000000000004,0.0024398,11,2.363636363636364,0.7894261545454547
2969,"短短 一个月 , 向 IMF 注资 430 亿美元 , 援助 上合 组织 100 亿美元 贷款 , 无偿援助 阿富汗 1.5 亿元 . 中非 论坛 援助 非洲 200 亿美元 . 免除 越南 到期 500 亿美元 贷款 . 共计 1230 多亿美元 . 三公 经费 就 不 提 了 , 当 被 儿子 花 了 . 但 丫们 前脚 刚撒 完钱 , 后脚 就 号召 捐款 , 二逼们 真 把 苦 逼 当 傻 逼 么 ? 操 ! 捐 你 妈 逼 ! ( via )",2580,everythingElse,censored,67,7.44,0.0,49.25,26.87,1.49,1.49,0.0,0.0,1.49,0.0,0.0,0.0,0.0,7.46,0.0,5.97,7.46,1.49,0.0,0.0,0.0,2.99,0.0,0.0,0.0,2.99,4.48,2.99,4.48,2.99,0.0,16.42,0.0,5.97,0.0,4.48,0.0,1.49,1.49,7.46,2.99,0.0,1.49,1.49,7.46,4.48,0.0,0.0,0.0,1.49,1.49,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.45,1.49,1.49,7.46,0.0,0.0,5.97,1.49,1.49,4.48,1.49,0.0,0.0,7.46,0.0,0.0,7.46,1.49,0.0,2.99,0.0,2.99,23.88,7.46,8.96,0.0,0.0,1.49,2.99,0.0,0.0,0.0,2.99,0.0,0.0219648,0.978035,0,0.00071565,0.00041029,11,6.090909090909091,2.030678343636364
2970,石家庄 两个 相邻 县 同期 县太爷 加 老乡 啊 .,5132,everythingElse,censored,9,9.0,0.0,33.33,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,11.11,0.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0,11.11,0.0,11.11,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,0.0,0.0,11.11,11.11,0.0,11.11,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46641099999999996,0.533589,1,0.00073933,0.00033678,7,1.2857142857142858,0.42893013190476204
2971,"砖家称 中华民族 复兴 任务 2010 年 已 完成 62% 包 : ▊ ▊ ▊ ▊ ▊ ▊ ▊ ▊ ▊ ▊ ▊ ▊ ▊ ▊ ▊ ▊ ▊ ▊ ▊ ▊ ▊ ▊ ▊ ▊ ▊ ▊ ▊ ▊ 89.64 % Loading ......... 安装 中华民族 复兴 程序 失败 , 请 删除 后 重新安装 .",606,everythingElse,censored,21,10.5,4.76,47.62,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.76,0.0,0.0,4.76,4.76,4.76,9.52,4.76,0.0,4.76,4.76,0.0,0.0,0.0,4.76,0.0,14.29,0.0,14.29,9.52,4.76,0.0,0.0,4.76,4.76,0.0,0.0,4.76,0.0,4.76,0.0,0.0,0.0,0.0,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.52,0.0,9.52,4.76,4.76,4.76,14.29,4.76,4.76,9.52,19.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.67,47.62,4.76,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.52,0.135413,0.8645870000000001,0,0.00029217,0.00011605,10,2.1,0.7001360733333334
2972,"砸 中国 人车 和 砸 中国 人 餐馆 的 傻 逼们 , 昨晚 对 着 小泽们 撸 管射 脑袋 里 了 吧 !",11559,china,censored,21,21.0,0.0,52.38,38.1,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.76,9.52,0.0,0.0,4.76,0.0,9.52,4.76,0.0,9.52,0.0,4.76,0.0,4.76,19.05,9.52,14.29,0.0,0.0,0.0,0.0,9.52,0.0,0.0,0.0,0.0,0.0,4.76,0.0,0.0,0.0,0.0,4.76,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.52,4.76,0.0,0.0,4.76,0.0,0.0,0.0,0.0,0.0,0.0,4.76,0.0,4.76,0.0,0.0,4.76,0.0,0.0,0.0,0.0,9.52,0.0,0.0,9.52,0.0,4.76,9.52,0.0,4.76,0.0,0.0,0.0,4.76,0.0,0.0,0.0,0.0,0.0,0.012795299999999999,0.9872049999999999,0,0.00228238,0.00236644,10,2.1,0.7015496066666667
2973,"确实 , 百度 的 人 也 有 打盹 的 时候 , 不 信 , 你 现在 输入 “ 打倒 ” 一词 试试 , 第一条 的 链接 , 居然 还 能 顺利 地 打开 . 呵呵 .",29635,everythingElse,censored,27,13.5,0.0,85.19,55.56,7.41,3.7,0.0,0.0,3.7,0.0,0.0,0.0,3.7,3.7,3.7,25.93,3.7,3.7,0.0,0.0,0.0,3.7,0.0,3.7,0.0,0.0,18.52,0.0,18.52,3.7,0.0,3.7,0.0,14.81,7.41,3.7,0.0,0.0,0.0,11.11,0.0,0.0,0.0,0.0,14.81,3.7,0.0,3.7,0.0,3.7,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,3.7,3.7,3.7,0.0,0.0,18.52,0.0,11.11,7.41,0.0,3.7,0.0,0.0,3.7,0.0,7.41,0.0,0.0,7.41,0.0,0.0,33.33,7.41,18.52,0.0,0.0,0.0,0.0,0.0,7.41,0.0,0.0,0.0,0.8113090000000001,0.188691,2,0.00277078,0.00344725,11,2.4545454545454546,0.8202544948484848
2974,"碰到 敏感 , 法官 做 不出 典型 , 律师 也 做 不出 典型 ; 碰到 突发事件 , 官员 做 不出 典型 , 群众 也 做 不出 典型 … 这是 一个 群魔乱舞 的 时代 , 维稳 , 民主 , 谁 都 有 理直气壮 的 口号 … 算了吧 , 谁 都 不是 救世主 , 只有 时间 最靠 谱 … 随着 时间 的 推进 , 官员 会 换代 思想 会 改变 , 群众 会 开化 素质 会 提高 … 那 时候 怎么样 都 是 水到渠成",550,democracy,censored,66,66.0,0.0,74.24,31.82,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,1.52,7.58,9.09,6.06,7.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.58,0.0,7.58,7.58,3.03,0.0,0.0,1.52,0.0,1.52,0.0,0.0,0.0,7.58,0.0,0.0,0.0,0.0,19.7,1.52,1.52,6.06,9.09,0.0,1.52,3.03,0.0,0.0,3.03,1.52,0.0,1.52,0.0,0.0,12.12,3.03,3.03,6.06,1.52,0.0,16.67,10.61,1.52,6.06,6.06,0.0,0.0,0.0,0.0,0.0,3.03,0.0,0.0,1.52,1.52,0.0,24.24,6.06,16.67,0.0,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0241597,0.9758399999999999,0,0.00199424,0.00186147,10,6.6,2.201285236666666
2975,"社会主义 制度 不如 民主 制度 , 共产党 不如 国民党 已经 是 不争 事实 , 掩耳盗铃 有 意义 么 ? 开 党禁 , 引 民主 竞争 , 促进 宪政 是 中国 唯一 出路 , 维稳 没有 前途 !",779,democracy,censored,30,15.0,0.0,53.33,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0,13.33,6.67,13.33,0.0,0.0,0.0,6.67,3.33,0.0,3.33,3.33,0.0,0.0,0.0,3.33,0.0,0.0,6.67,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.33,0.0,0.0,0.0,0.0,6.67,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,3.33,3.33,3.33,3.33,10.0,6.67,3.33,3.33,10.0,0.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0,6.67,0.0,0.0,23.33,0.0,16.67,0.0,0.0,3.33,3.33,0.0,0.0,0.0,0.0,0.0,0.00778631,0.9922139999999999,0,0.00168529,0.0007279,8,3.75,1.2508043966666669
2976,"社会主义 国家 的 主体 是 人民 ! 人民 当家做主 , 人民 是 主人 . 主人 说 公仆 几句 咋啦 ? 干 不好 可是 要 骂 他 娘 的 ! 近期 77 个 活鲜鲜 的 生命 在 大街 上 淹死 ! 真是 千古 奇观 , 闻所未闻 ! 谁 人 担责 了 ? 谁 人 反思 了 ? 北京市 到 中央常委 个个 更要 厘清 责任 层层 究责 ! 中央 相关 人 等 概莫 例外 ! 必须 反思 .",172,everythingElse,censored,63,5.73,0.0,68.25,31.75,6.35,1.59,0.0,0.0,0.0,1.59,0.0,0.0,4.76,3.17,3.17,3.17,1.59,1.59,1.59,1.59,1.59,4.76,0.0,0.0,0.0,4.76,9.52,3.17,9.52,3.17,3.17,3.17,0.0,3.17,0.0,3.17,0.0,1.59,0.0,22.22,0.0,0.0,1.59,1.59,15.87,6.35,0.0,3.17,3.17,1.59,1.59,3.17,0.0,1.59,1.59,3.17,1.59,1.59,1.59,0.0,12.7,0.0,1.59,9.52,0.0,3.17,14.29,3.17,7.94,3.17,6.35,0.0,0.0,0.0,0.0,0.0,7.94,1.59,0.0,6.35,0.0,0.0,20.63,3.17,3.17,0.0,0.0,4.76,9.52,0.0,0.0,0.0,0.0,0.0,0.0297755,0.970225,0,0.00222387,0.00208624,11,5.7272727272727275,1.9105276124242427
2977,社会主义 有 集中力量 办 大事 的 优势 .,305849,everythingElse,censored,7,7.0,0.0,42.86,28.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,14.29,0.0,0.0,0.0,0.0,14.29,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,14.29,14.29,14.29,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.531478,0.4685220000000001,1,0.00331139,0.004039,6,1.1666666666666667,0.39133901888888895
2978,"社会 是 个 无数 层次 的 矛盾 综合体 , 每个 层次 的 矛盾 都 在 此 消彼涨 , 相互 转换 中 . 处于 矛盾 较 高层次 的 , 形式 上越 不 自由 , 越受 外 在 制衡 : 实质 上 自由度 越大 , 越 不易 受外 在 制衡 , 因此 越 需要 自律 , 理想信念 的 约束 .",12052,everythingElse,censored,48,24.0,0.0,60.42,39.58,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08,8.33,0.0,14.58,2.08,2.08,2.08,6.25,2.08,2.08,0.0,2.08,0.0,0.0,8.33,0.0,8.33,8.33,0.0,2.08,2.08,12.5,2.08,10.42,2.08,6.25,0.0,10.42,0.0,0.0,0.0,0.0,6.25,0.0,2.08,2.08,0.0,2.08,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.58,4.17,2.08,10.42,0.0,0.0,18.75,4.17,16.67,0.0,2.08,0.0,0.0,0.0,0.0,0.0,2.08,0.0,0.0,2.08,0.0,0.0,20.83,4.17,14.58,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4905640000000001,0.509436,1,0.00223863,0.00276511,11,4.363636363636363,1.456213367878788
2979,"社科院 今天 在 北京 发布 的 一份 城市 蓝皮书 表示 , 中国 的 城镇 常住人口 超过 了 农村 常住人口 . 蓝皮书 说 , 2011 年 , 中国 城镇人口 达到 6.91 亿 , 城镇化率 达到 了 51.27% . 蓝皮书 表示 , 这是 中国 社会 结构 的 一个 历史性 变化 , 表明 中国 已经 结束 了 以 乡村 型 社会 为 主体 的 时代 , 开始 进入 到 以 城市 型 社会 为 主体 的 新 时代 .",144269,china,censored,66,22.0,0.0,59.09,28.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,1.52,0.0,0.0,1.52,1.52,0.0,7.58,1.52,1.52,0.0,6.06,12.12,4.55,12.12,1.52,0.0,6.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.61,0.0,0.0,0.0,0.0,16.67,9.09,6.06,0.0,0.0,0.0,1.52,1.52,0.0,1.52,0.0,0.0,0.0,0.0,0.0,0.0,10.61,4.55,4.55,1.52,4.55,1.52,28.79,10.61,9.09,13.64,4.55,0.0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,4.55,0.0,0.0,16.67,4.55,10.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,0.673029,0.326971,2,0.00234765,0.00254063,9,7.333333333333332,2.446073871111111
2980,祖国 已深 睡 ; ; 党 在 干 社会 ; ; 社会 在 呻吟 ; ; 人民 在 流泪 ; ; 可悲 ; ; 可叹 ; 西方 来 的 马 邪教 强奸 了 祖国 ; ; 人民 也 被 强奸 了 ; 那些 无耻 强奸犯 整天 兴高采烈 地说 ; 祖国 和 人民 愿意 被 强奸 了 ; 祖国 和 人民 发出 呐喊 ; 你们 死去 吧 你们 这群 无耻 的 罪犯 ; ; ; 你们 下 十八层 地狱 ; ; 你们 永不 翻身 ; 你们 永远 也 得不到 解脱,2841,everythingElse,censored,66,66.0,0.0,71.21,37.88,9.09,7.58,0.0,0.0,7.58,0.0,0.0,7.58,1.52,10.61,1.52,4.55,6.06,0.0,1.52,3.03,1.52,4.55,0.0,0.0,0.0,4.55,15.15,6.06,13.64,3.03,0.0,0.0,0.0,18.18,4.55,10.61,0.0,6.06,3.03,18.18,0.0,0.0,0.0,0.0,7.58,4.55,0.0,1.52,0.0,1.52,0.0,1.52,0.0,0.0,1.52,7.58,1.52,0.0,6.06,0.0,9.09,3.03,0.0,4.55,1.52,0.0,10.61,1.52,7.58,1.52,0.0,0.0,1.52,0.0,1.52,0.0,9.09,4.55,0.0,4.55,0.0,0.0,34.85,0.0,0.0,0.0,34.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0144476,0.9855520000000001,0,0.00180143,0.00156617,11,6.0,2.001122533333333
2981,祝为 兄 生日快乐 ! 事事如意 .,2033,everythingElse,censored,4,2.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,25.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.647813,0.352187,2,0.00118078,0.00037217,1,4.0,1.3338509833333332
2982,"神九 发射成功 后 , 在 一片 欢乐 的 人群 中 , 记者 采访 了 某 市民 : ＂ 你 觉得 神舟 九号 的 发射成功 说明 了 什么 ? ＂ 市民 : ＂ 说明 了 我国 解决 贪腐 问题 , 教育 问题 , 住房问题 , 医疗 问题 , 食品安全 问题 比登 天 还 难 ! ＂",8901,everythingElse,censored,41,20.5,0.0,65.85,31.71,4.88,2.44,0.0,0.0,2.44,0.0,0.0,0.0,2.44,2.44,0.0,2.44,0.0,0.0,2.44,4.88,4.88,12.2,0.0,2.44,2.44,7.32,12.2,7.32,12.2,2.44,2.44,0.0,0.0,14.63,4.88,9.76,0.0,0.0,0.0,26.83,0.0,0.0,2.44,0.0,29.27,26.83,2.44,0.0,4.88,0.0,0.0,0.0,0.0,0.0,0.0,2.44,0.0,2.44,0.0,0.0,17.07,2.44,2.44,2.44,0.0,9.76,9.76,0.0,7.32,4.88,4.88,2.44,0.0,0.0,0.0,0.0,7.32,0.0,0.0,7.32,0.0,0.0,24.39,0.0,14.63,4.88,0.0,2.44,2.44,0.0,0.0,0.0,0.0,0.0,0.0408525,0.959148,0,0.0017264,0.00177199,10,4.1,1.3678327966666666
2983,"神奇 的 石榴园 派出所 那 是不是 去过 天安门 的 都 要 被 拘留 ? 中国 好像 很多 百姓 都 去过 , 大家 帮忙 转 一下 , 告知 朋友 们 没事 别去 天安门 , 神奇 的 地方 . 石榴园 派出 所以 我 母亲 去 天安门 为 由 把 我 母亲 关押 在 派出所 , 拒绝 放人",1986,china,censored,49,16.33,0.0,61.22,38.78,8.16,6.12,4.08,2.04,0.0,0.0,0.0,0.0,2.04,10.2,2.04,6.12,2.04,4.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.16,0.0,8.16,8.16,0.0,0.0,2.04,6.12,4.08,2.04,0.0,0.0,0.0,12.24,4.08,2.04,4.08,0.0,12.24,2.04,2.04,2.04,4.08,2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,4.08,0.0,12.24,0.0,0.0,10.2,2.04,6.12,4.08,0.0,0.0,0.0,0.0,0.0,0.0,4.08,0.0,0.0,0.0,2.04,2.04,12.24,2.04,8.16,0.0,0.0,2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.546512,0.453488,1,0.00237055,0.00245342,11,4.454545454545454,1.4864564748484848
2984,"福布斯 向 英文 读者 介绍 了 一个 新 的 汉字 词语 , “ donate your sister ” , 捐 你 妹 . 作者 解释 说 , 动词 + 你妹 是 中文 里 的 一种 骂人 的 方式 ( “ action word + your sister ” is a Chinese way of cursing ) .",615,everythingElse,censored,40,20.0,5.0,32.5,17.5,2.5,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,2.5,2.5,0.0,2.5,0.0,0.0,0.0,2.5,10.0,2.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,2.5,5.0,2.5,2.5,0.0,0.0,2.5,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,32.5,5.0,7.5,0.0,0.0,0.0,0.0,0.0,10.0,0.0,5.0,5.0,0.272751,0.7272489999999999,0,0.00145658,0.00185881,10,4.0,1.3344384633333333
